,Self_Train,SckLn_Train,Actual_Label,Self_Misclassification,SckLn_Misclassification,SckLn <> Self
223,1,1,1,0,0,0
224,2,2,1,1,1,0
225,2,2,1,1,1,0
226,1,1,1,0,0,0
227,1,1,1,0,0,0
228,1,1,1,0,0,0
229,1,1,1,0,0,0
230,1,1,1,0,0,0
231,1,1,1,0,0,0
232,2,2,1,1,1,0
233,1,1,1,0,0,0
234,1,1,1,0,0,0
235,1,1,1,0,0,0
236,2,2,1,1,1,0
237,2,2,1,1,1,0
238,1,1,1,0,0,0
239,1,1,1,0,0,0
240,1,1,1,0,0,0
241,1,1,1,0,0,0
242,1,1,1,0,0,0
243,2,2,1,1,1,0
244,2,2,1,1,1,0
245,1,1,1,0,0,0
246,1,1,1,0,0,0
247,1,1,1,0,0,0
248,1,1,1,0,0,0
249,1,1,1,0,0,0
250,1,1,1,0,0,0
251,1,1,1,0,0,0
252,1,1,1,0,0,0
253,1,1,1,0,0,0
254,2,2,1,1,1,0
255,2,2,1,1,1,0
256,1,1,1,0,0,0
257,1,1,1,0,0,0
258,2,2,1,1,1,0
259,2,2,1,1,1,0
260,1,1,1,0,0,0
261,1,1,1,0,0,0
262,1,1,1,0,0,0
263,1,1,1,0,0,0
264,1,1,1,0,0,0
265,2,2,1,1,1,0
266,1,1,1,0,0,0
267,1,1,1,0,0,0
268,1,1,1,0,0,0
269,1,1,1,0,0,0
270,1,1,1,0,0,0
271,1,1,1,0,0,0
272,1,1,1,0,0,0
273,1,1,1,0,0,0
274,1,1,1,0,0,0
275,1,1,1,0,0,0
276,1,1,1,0,0,0
277,1,1,1,0,0,0
278,1,1,1,0,0,0
279,1,1,1,0,0,0
280,1,1,1,0,0,0
281,1,1,1,0,0,0
282,1,1,1,0,0,0
283,1,1,1,0,0,0
284,1,1,1,0,0,0
285,1,1,1,0,0,0
286,1,1,1,0,0,0
287,1,1,1,0,0,0
288,1,1,1,0,0,0
289,1,1,1,0,0,0
290,1,1,1,0,0,0
291,1,1,1,0,0,0
292,1,1,1,0,0,0
293,1,1,1,0,0,0
294,1,1,1,0,0,0
295,1,1,1,0,0,0
296,1,1,1,0,0,0
297,1,1,1,0,0,0
298,1,1,1,0,0,0
299,1,1,1,0,0,0
300,1,1,1,0,0,0
301,1,1,1,0,0,0
302,1,1,1,0,0,0
303,1,1,1,0,0,0
304,1,1,1,0,0,0
305,1,1,1,0,0,0
306,1,1,1,0,0,0
307,1,1,1,0,0,0
308,1,1,1,0,0,0
309,1,1,1,0,0,0
310,1,1,1,0,0,0
311,1,1,1,0,0,0
312,1,1,1,0,0,0
313,1,1,1,0,0,0
314,1,1,1,0,0,0
315,1,1,1,0,0,0
316,1,1,1,0,0,0
317,1,1,1,0,0,0
318,1,1,1,0,0,0
319,1,1,1,0,0,0
320,1,1,1,0,0,0
321,1,1,1,0,0,0
322,1,1,1,0,0,0
323,1,1,1,0,0,0
324,1,1,1,0,0,0
325,1,1,1,0,0,0
326,1,1,1,0,0,0
327,1,1,1,0,0,0
328,1,1,1,0,0,0
329,1,1,1,0,0,0
330,1,1,1,0,0,0
331,1,1,1,0,0,0
332,1,1,1,0,0,0
333,1,1,1,0,0,0
334,1,1,1,0,0,0
335,1,1,1,0,0,0
336,1,1,1,0,0,0
337,1,1,1,0,0,0
338,1,1,1,0,0,0
339,1,1,1,0,0,0
340,1,1,1,0,0,0
341,1,1,1,0,0,0
342,1,1,1,0,0,0
343,1,1,1,0,0,0
344,1,1,1,0,0,0
345,1,1,1,0,0,0
346,1,1,1,0,0,0
347,1,1,1,0,0,0
348,1,1,1,0,0,0
349,1,1,1,0,0,0
350,1,1,1,0,0,0
351,2,2,1,1,1,0
352,1,1,1,0,0,0
353,2,2,1,1,1,0
354,2,2,1,1,1,0
355,1,1,1,0,0,0
356,1,1,1,0,0,0
357,1,1,1,0,0,0
358,1,1,1,0,0,0
359,1,1,1,0,0,0
360,1,1,1,0,0,0
361,1,1,1,0,0,0
362,1,1,1,0,0,0
363,1,1,1,0,0,0
364,1,1,1,0,0,0
365,1,1,1,0,0,0
366,1,1,1,0,0,0
367,1,1,1,0,0,0
368,1,1,1,0,0,0
369,1,1,1,0,0,0
370,1,1,1,0,0,0
371,1,1,1,0,0,0
372,1,1,1,0,0,0
373,1,1,1,0,0,0
374,1,1,1,0,0,0
375,1,1,1,0,0,0
376,1,1,1,0,0,0
377,1,1,1,0,0,0
378,1,1,1,0,0,0
379,1,1,1,0,0,0
380,2,2,1,1,1,0
381,2,2,1,1,1,0
382,2,2,1,1,1,0
383,1,1,1,0,0,0
384,1,1,1,0,0,0
385,1,1,1,0,0,0
386,1,1,1,0,0,0
387,2,2,1,1,1,0
388,1,1,1,0,0,0
389,2,2,1,1,1,0
390,1,1,1,0,0,0
391,2,2,1,1,1,0
392,2,2,1,1,1,0
393,1,1,1,0,0,0
394,1,1,1,0,0,0
395,1,1,1,0,0,0
396,1,1,1,0,0,0
397,1,1,1,0,0,0
398,1,1,1,0,0,0
399,1,1,1,0,0,0
400,1,1,1,0,0,0
401,1,1,1,0,0,0
402,1,1,1,0,0,0
403,1,1,1,0,0,0
404,1,1,1,0,0,0
405,1,1,1,0,0,0
406,1,1,1,0,0,0
407,1,1,1,0,0,0
408,1,1,1,0,0,0
409,1,1,1,0,0,0
410,1,1,1,0,0,0
411,1,1,1,0,0,0
412,1,1,1,0,0,0
413,1,1,1,0,0,0
414,1,1,1,0,0,0
415,1,1,1,0,0,0
416,1,1,1,0,0,0
417,1,1,1,0,0,0
418,1,1,1,0,0,0
419,1,1,1,0,0,0
420,1,1,1,0,0,0
421,2,2,1,1,1,0
422,2,2,1,1,1,0
423,1,1,1,0,0,0
424,1,1,1,0,0,0
425,2,2,1,1,1,0
426,2,2,1,1,1,0
427,1,1,1,0,0,0
428,1,1,1,0,0,0
429,1,1,1,0,0,0
430,2,2,1,1,1,0
431,2,2,1,1,1,0
432,2,2,1,1,1,0
433,1,1,1,0,0,0
434,1,1,1,0,0,0
435,1,1,1,0,0,0
436,1,1,1,0,0,0
437,1,1,1,0,0,0
438,1,1,1,0,0,0
439,1,1,1,0,0,0
440,1,1,1,0,0,0
441,1,1,1,0,0,0
442,1,1,1,0,0,0
443,1,1,1,0,0,0
444,1,1,1,0,0,0
445,1,1,1,0,0,0
446,1,1,1,0,0,0
447,1,1,1,0,0,0
448,1,1,1,0,0,0
449,2,2,1,1,1,0
450,1,1,1,0,0,0
451,1,1,1,0,0,0
452,2,2,1,1,1,0
453,1,1,1,0,0,0
454,1,1,1,0,0,0
455,2,2,1,1,1,0
456,1,1,1,0,0,0
457,1,1,1,0,0,0
458,1,1,1,0,0,0
459,1,1,1,0,0,0
460,1,1,1,0,0,0
461,1,1,1,0,0,0
462,1,1,1,0,0,0
463,2,2,1,1,1,0
464,2,2,1,1,1,0
465,1,1,1,0,0,0
466,1,1,1,0,0,0
467,2,2,1,1,1,0
468,1,1,1,0,0,0
469,2,2,1,1,1,0
470,2,2,1,1,1,0
471,2,2,1,1,1,0
472,2,2,1,1,1,0
473,1,1,1,0,0,0
474,1,1,1,0,0,0
475,2,2,1,1,1,0
476,1,1,1,0,0,0
477,1,1,1,0,0,0
478,1,1,1,0,0,0
479,1,1,1,0,0,0
480,2,2,2,0,0,0
481,2,2,2,0,0,0
482,1,1,2,1,1,0
483,2,2,2,0,0,0
484,2,2,2,0,0,0
485,2,2,2,0,0,0
486,2,2,2,0,0,0
487,2,2,2,0,0,0
488,2,2,2,0,0,0
489,2,2,2,0,0,0
490,2,2,2,0,0,0
491,2,2,2,0,0,0
492,2,2,2,0,0,0
493,1,1,2,1,1,0
494,1,1,2,1,1,0
495,1,1,2,1,1,0
496,1,1,2,1,1,0
497,2,2,2,0,0,0
498,2,2,2,0,0,0
499,2,2,2,0,0,0
500,2,2,2,0,0,0
501,1,1,2,1,1,0
502,2,2,2,0,0,0
503,2,2,2,0,0,0
504,2,2,2,0,0,0
505,2,2,2,0,0,0
506,2,2,2,0,0,0
507,2,2,2,0,0,0
508,2,2,2,0,0,0
509,2,2,2,0,0,0
510,1,1,2,1,1,0
511,1,1,2,1,1,0
512,2,2,2,0,0,0
513,2,2,2,0,0,0
514,2,2,2,0,0,0
515,2,2,2,0,0,0
516,2,2,2,0,0,0
517,2,2,2,0,0,0
518,2,2,2,0,0,0
519,1,1,2,1,1,0
520,1,1,2,1,1,0
521,1,1,2,1,1,0
522,2,2,2,0,0,0
523,2,2,2,0,0,0
524,2,2,2,0,0,0
525,2,2,2,0,0,0
526,1,1,2,1,1,0
527,2,2,2,0,0,0
528,2,2,2,0,0,0
529,2,2,2,0,0,0
530,2,2,2,0,0,0
531,2,2,2,0,0,0
532,2,2,2,0,0,0
533,2,2,2,0,0,0
534,2,2,2,0,0,0
535,1,1,2,1,1,0
536,1,1,2,1,1,0
537,2,2,2,0,0,0
538,2,2,2,0,0,0
539,1,1,2,1,1,0
540,2,2,2,0,0,0
541,1,1,2,1,1,0
542,2,2,2,0,0,0
543,2,2,2,0,0,0
544,2,2,2,0,0,0
545,2,2,2,0,0,0
546,2,2,2,0,0,0
547,2,2,2,0,0,0
548,2,2,2,0,0,0
549,2,2,2,0,0,0
550,1,1,2,1,1,0
551,2,2,2,0,0,0
552,2,2,2,0,0,0
553,2,2,2,0,0,0
554,2,2,2,0,0,0
555,2,2,2,0,0,0
556,2,2,2,0,0,0
557,2,2,2,0,0,0
558,2,2,2,0,0,0
559,2,2,2,0,0,0
560,2,2,2,0,0,0
561,2,2,2,0,0,0
562,2,2,2,0,0,0
563,1,1,2,1,1,0
564,2,2,2,0,0,0
565,2,2,2,0,0,0
566,2,2,2,0,0,0
567,2,2,2,0,0,0
568,2,2,2,0,0,0
569,2,2,2,0,0,0
570,2,2,2,0,0,0
571,1,1,2,1,1,0
572,2,2,2,0,0,0
573,2,2,2,0,0,0
574,2,2,2,0,0,0
575,2,2,2,0,0,0
576,2,2,2,0,0,0
577,2,2,2,0,0,0
578,2,2,2,0,0,0
579,2,2,2,0,0,0
580,2,2,2,0,0,0
581,2,2,2,0,0,0
582,2,2,2,0,0,0
583,2,2,2,0,0,0
584,2,2,2,0,0,0
585,2,2,2,0,0,0
586,2,2,2,0,0,0
587,1,1,2,1,1,0
588,2,2,2,0,0,0
589,1,1,2,1,1,0
590,2,2,2,0,0,0
591,2,2,2,0,0,0
592,2,2,2,0,0,0
593,2,2,2,0,0,0
594,2,2,2,0,0,0
595,2,2,2,0,0,0
596,1,1,2,1,1,0
597,2,2,2,0,0,0
598,2,2,2,0,0,0
599,2,2,2,0,0,0
600,2,2,2,0,0,0
601,1,1,2,1,1,0
602,1,1,2,1,1,0
603,2,2,2,0,0,0
604,2,2,2,0,0,0
605,2,2,2,0,0,0
606,2,2,2,0,0,0
607,2,2,2,0,0,0
608,2,2,2,0,0,0
609,2,2,2,0,0,0
610,2,2,2,0,0,0
611,2,2,2,0,0,0
612,2,2,2,0,0,0
613,1,1,2,1,1,0
614,2,2,2,0,0,0
615,1,1,2,1,1,0
616,2,2,2,0,0,0
617,2,2,2,0,0,0
618,2,2,2,0,0,0
619,2,2,2,0,0,0
620,2,2,2,0,0,0
621,2,2,2,0,0,0
622,2,2,2,0,0,0
623,2,2,2,0,0,0
624,2,2,2,0,0,0
625,2,2,2,0,0,0
626,2,2,2,0,0,0
627,2,2,2,0,0,0
628,2,2,2,0,0,0
629,2,2,2,0,0,0
630,2,2,2,0,0,0
631,2,2,2,0,0,0
632,2,2,2,0,0,0
633,2,2,2,0,0,0
634,2,2,2,0,0,0
635,2,2,2,0,0,0
636,2,2,2,0,0,0
637,2,2,2,0,0,0
638,2,2,2,0,0,0
639,2,2,2,0,0,0
640,2,2,2,0,0,0
641,2,2,2,0,0,0
642,2,2,2,0,0,0
643,2,2,2,0,0,0
644,2,2,2,0,0,0
645,2,2,2,0,0,0
646,2,2,2,0,0,0
647,2,2,2,0,0,0
648,1,1,2,1,1,0
649,2,2,2,0,0,0
650,2,2,2,0,0,0
651,2,2,2,0,0,0
652,2,2,2,0,0,0
653,2,2,2,0,0,0
654,2,2,2,0,0,0
655,1,1,2,1,1,0
656,2,2,2,0,0,0
657,2,2,2,0,0,0
658,2,2,2,0,0,0
659,2,2,2,0,0,0
660,2,2,2,0,0,0
661,2,2,2,0,0,0
662,2,2,2,0,0,0
663,2,2,2,0,0,0
664,2,2,2,0,0,0
665,2,2,2,0,0,0
666,2,2,2,0,0,0
667,1,1,2,1,1,0
668,2,2,2,0,0,0
669,2,2,2,0,0,0
670,2,2,2,0,0,0
671,1,1,2,1,1,0
672,2,2,2,0,0,0
673,2,2,2,0,0,0
674,2,2,2,0,0,0
675,2,2,2,0,0,0
676,2,2,2,0,0,0
677,2,2,2,0,0,0
678,2,2,2,0,0,0
679,2,2,2,0,0,0
680,2,2,2,0,0,0
681,2,2,2,0,0,0
682,2,2,2,0,0,0
683,2,2,2,0,0,0
684,2,2,2,0,0,0
685,2,2,2,0,0,0
686,2,2,2,0,0,0
687,2,2,2,0,0,0
688,2,2,2,0,0,0
689,2,2,2,0,0,0
690,2,2,2,0,0,0
691,1,1,2,1,1,0
692,2,2,2,0,0,0
693,2,2,2,0,0,0
694,2,2,2,0,0,0
695,2,2,2,0,0,0
696,1,1,2,1,1,0
697,2,2,2,0,0,0
698,2,2,2,0,0,0
699,2,2,2,0,0,0
700,2,2,2,0,0,0
701,2,2,2,0,0,0
702,1,1,2,1,1,0
703,2,2,2,0,0,0
704,2,2,2,0,0,0
705,2,2,2,0,0,0
706,1,1,2,1,1,0
707,2,2,2,0,0,0
708,2,2,2,0,0,0
709,2,2,2,0,0,0
710,1,1,2,1,1,0
711,1,1,2,1,1,0
712,2,2,2,0,0,0
713,2,2,2,0,0,0
714,2,2,2,0,0,0
715,1,1,2,1,1,0
716,2,2,2,0,0,0
717,2,2,2,0,0,0
718,2,2,2,0,0,0
719,2,2,2,0,0,0
720,2,2,2,0,0,0
721,2,2,2,0,0,0
722,2,2,2,0,0,0
723,2,2,2,0,0,0
724,2,2,2,0,0,0
725,2,2,2,0,0,0
726,2,2,2,0,0,0
727,2,2,2,0,0,0
728,2,2,2,0,0,0
729,2,2,2,0,0,0
730,2,2,2,0,0,0
731,2,2,2,0,0,0
732,2,2,2,0,0,0
733,2,2,2,0,0,0
734,2,2,2,0,0,0
735,2,2,2,0,0,0
736,2,2,2,0,0,0
737,2,2,2,0,0,0
738,2,2,2,0,0,0
739,2,2,2,0,0,0
740,2,2,2,0,0,0
741,2,2,2,0,0,0
742,2,2,2,0,0,0
743,2,2,2,0,0,0
744,2,2,2,0,0,0
745,2,2,2,0,0,0
746,2,2,2,0,0,0
747,2,2,2,0,0,0
748,1,1,2,1,1,0
749,2,2,2,0,0,0
750,2,2,2,0,0,0
751,2,2,2,0,0,0
752,2,2,2,0,0,0
753,2,2,2,0,0,0
754,2,2,2,0,0,0
755,2,2,2,0,0,0
756,2,2,2,0,0,0
757,2,2,2,0,0,0
758,1,1,2,1,1,0
759,1,1,2,1,1,0
760,2,2,2,0,0,0
761,2,2,2,0,0,0
762,1,1,2,1,1,0
763,2,2,2,0,0,0
764,2,2,2,0,0,0
765,2,2,2,0,0,0
766,2,2,2,0,0,0
767,2,2,2,0,0,0
768,2,2,2,0,0,0
769,2,2,2,0,0,0
770,2,2,2,0,0,0
771,1,1,2,1,1,0
772,2,2,2,0,0,0
773,2,2,2,0,0,0
774,2,2,2,0,0,0
775,1,1,2,1,1,0
776,1,1,2,1,1,0
777,2,2,2,0,0,0
778,2,2,2,0,0,0
779,1,1,2,1,1,0
780,2,2,2,0,0,0
781,2,2,2,0,0,0
782,2,2,2,0,0,0
783,2,2,2,0,0,0
784,2,2,2,0,0,0
785,2,2,2,0,0,0
786,2,2,2,0,0,0
787,2,2,2,0,0,0
788,2,2,2,0,0,0
789,2,2,2,0,0,0
790,2,2,2,0,0,0
791,2,2,2,0,0,0
792,2,2,2,0,0,0
793,2,2,2,0,0,0
794,2,2,2,0,0,0
795,1,1,2,1,1,0
796,2,2,2,0,0,0
797,2,2,2,0,0,0
798,2,2,2,0,0,0
799,2,2,2,0,0,0
800,2,2,2,0,0,0
801,2,2,2,0,0,0
802,2,2,2,0,0,0
803,2,2,2,0,0,0
804,1,1,2,1,1,0
805,2,2,2,0,0,0
806,2,2,2,0,0,0
807,2,2,2,0,0,0
808,2,2,2,0,0,0
809,2,2,2,0,0,0
810,2,2,2,0,0,0
811,2,2,2,0,0,0
812,1,1,2,1,1,0
813,2,2,2,0,0,0
814,1,1,2,1,1,0
815,1,1,2,1,1,0
816,2,2,2,0,0,0
817,2,2,2,0,0,0
818,2,2,2,0,0,0
819,1,1,2,1,1,0
820,1,1,2,1,1,0
821,1,1,2,1,1,0
822,2,2,2,0,0,0
823,2,2,2,0,0,0
824,2,2,2,0,0,0
825,2,2,2,0,0,0
826,2,2,2,0,0,0
827,2,2,2,0,0,0
828,2,2,2,0,0,0
829,1,1,2,1,1,0
830,2,2,2,0,0,0
831,1,1,2,1,1,0
832,1,1,2,1,1,0
833,1,1,2,1,1,0
834,2,2,2,0,0,0
835,2,2,2,0,0,0
836,2,2,2,0,0,0
837,2,2,2,0,0,0
838,2,2,2,0,0,0
839,2,2,2,0,0,0
840,2,2,2,0,0,0
841,2,2,2,0,0,0
842,2,2,2,0,0,0
843,2,2,2,0,0,0
844,2,2,2,0,0,0
845,2,2,2,0,0,0
846,2,2,2,0,0,0
847,2,2,2,0,0,0
848,1,1,2,1,1,0
849,2,2,2,0,0,0
850,2,2,2,0,0,0
851,1,1,2,1,1,0
852,2,2,2,0,0,0
853,2,2,2,0,0,0
854,2,2,2,0,0,0
855,2,2,2,0,0,0
856,1,1,2,1,1,0
857,2,2,2,0,0,0
858,2,2,2,0,0,0
859,2,2,2,0,0,0
860,2,2,2,0,0,0
861,2,2,2,0,0,0
862,2,2,2,0,0,0
863,1,1,2,1,1,0
864,2,2,2,0,0,0
865,2,2,2,0,0,0
866,2,2,2,0,0,0
867,2,2,2,0,0,0
868,2,2,2,0,0,0
869,2,2,2,0,0,0
870,2,2,2,0,0,0
871,1,1,2,1,1,0
872,2,2,2,0,0,0
873,2,2,2,0,0,0
874,2,2,2,0,0,0
875,2,2,2,0,0,0
876,1,1,2,1,1,0
877,2,2,2,0,0,0
878,2,2,2,0,0,0
879,2,2,2,0,0,0
880,1,1,2,1,1,0
881,2,2,2,0,0,0
882,2,2,2,0,0,0
883,2,2,2,0,0,0
884,2,2,2,0,0,0
885,2,2,2,0,0,0
886,2,2,2,0,0,0
887,1,1,2,1,1,0
888,2,2,2,0,0,0
889,2,2,2,0,0,0
890,2,2,2,0,0,0
891,2,2,2,0,0,0
892,2,2,2,0,0,0
893,2,2,2,0,0,0
894,1,1,2,1,1,0
895,2,2,2,0,0,0
896,2,2,2,0,0,0
897,2,2,2,0,0,0
898,2,2,2,0,0,0
899,2,2,2,0,0,0
900,1,1,2,1,1,0
901,2,2,2,0,0,0
902,2,2,2,0,0,0
903,2,2,2,0,0,0
904,2,2,2,0,0,0
905,2,2,2,0,0,0
906,2,2,2,0,0,0
907,2,2,2,0,0,0
908,2,2,2,0,0,0
909,1,1,2,1,1,0
910,1,1,2,1,1,0
911,2,2,2,0,0,0
912,2,2,2,0,0,0
913,2,2,2,0,0,0
914,2,2,2,0,0,0
915,2,2,2,0,0,0
916,2,2,2,0,0,0
917,2,2,2,0,0,0
918,2,2,2,0,0,0
919,2,2,2,0,0,0
920,2,2,2,0,0,0
921,2,2,2,0,0,0
922,2,2,2,0,0,0
923,1,1,2,1,1,0
924,2,2,2,0,0,0
925,2,2,2,0,0,0
926,2,2,2,0,0,0
927,2,2,2,0,0,0
928,2,2,2,0,0,0
929,2,2,2,0,0,0
930,2,2,2,0,0,0
931,2,2,2,0,0,0
932,2,2,2,0,0,0
933,2,2,2,0,0,0
934,2,2,2,0,0,0
935,2,2,2,0,0,0
936,1,1,2,1,1,0
937,2,2,2,0,0,0
938,2,2,2,0,0,0
939,1,1,2,1,1,0
940,1,1,2,1,1,0
941,2,2,2,0,0,0
942,2,2,2,0,0,0
943,2,2,2,0,0,0
944,2,2,2,0,0,0
945,2,2,2,0,0,0
946,2,2,2,0,0,0
947,2,2,2,0,0,0
948,2,2,2,0,0,0
949,1,1,2,1,1,0
950,2,2,2,0,0,0
951,2,2,2,0,0,0
952,1,1,2,1,1,0
953,2,2,2,0,0,0
954,2,2,2,0,0,0
955,1,1,2,1,1,0
956,2,2,2,0,0,0
957,2,2,2,0,0,0
958,2,2,2,0,0,0
959,1,1,2,1,1,0
960,1,1,2,1,1,0
961,2,2,2,0,0,0
962,2,2,2,0,0,0
963,2,2,2,0,0,0
964,2,2,2,0,0,0
965,2,2,2,0,0,0
966,2,2,2,0,0,0
967,2,2,2,0,0,0
968,2,2,2,0,0,0
969,2,2,2,0,0,0
970,2,2,2,0,0,0
971,2,2,2,0,0,0
972,2,2,2,0,0,0
973,1,1,2,1,1,0
974,2,2,2,0,0,0
975,2,2,2,0,0,0
976,2,2,2,0,0,0
977,2,2,2,0,0,0
978,2,2,2,0,0,0
979,2,2,2,0,0,0
980,2,2,2,0,0,0
981,2,2,2,0,0,0
982,2,2,2,0,0,0
983,2,2,2,0,0,0
984,2,2,2,0,0,0
985,2,2,2,0,0,0
986,2,2,2,0,0,0
987,2,2,2,0,0,0
988,1,1,2,1,1,0
989,2,2,2,0,0,0
990,2,2,2,0,0,0
991,1,1,2,1,1,0
